id	start	end	kind	name	confidence	source	summary
resource_marker:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:40832DE2:STR	40832DE2		resource_marker	STR  marker 40832DE2		rom_structure_analysis	J.f.0<.n`...Y./<STR ?<....&_ .f.0<.o`l SC...p!..><.o <flagA..."H
data_region:rom:1995-08---4-27039-----owerbook-190---190:-638E37DD:2097152:40832F93:4083309A	40832F93	4083309A	data_region	string_cluster 40832F93	0.7	stackimport	string_cluster
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:40833070	40833070		function_candidate	fn40833070	0.95	stackimport	
data_region:rom:1995-08---4-27039-----owerbook-190---190:-638E37DD:2097152:40833212:40833586	40833212	40833586	data_region	string_cluster 40833212	0.7	stackimport	string_cluster
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:40833560	40833560		function_candidate	fn40833560	0.95	rom_structure_analysis	
data_region:rom:1995-08---4-27039-----owerbook-190---190:-638E37DD:2097152:4083371A:4083380F	4083371A	4083380F	data_region	string_cluster 4083371A	0.7	stackimport	string_cluster
data_region:rom:1995-08---4-27039-----owerbook-190---190:-638E37DD:2097152:408339F9:40833F98	408339F9	40833F98	data_region	string_cluster 408339F9	0.7	stackimport	string_cluster
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:40833F9E	40833F9E		function_candidate	fn40833F9E	0.95	rom_structure_analysis	
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:40834064	40834064		function_candidate	fn40834064	0.95	rom_structure_analysis	
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:40834154	40834154		function_candidate	fn40834154	0.95	rom_structure_analysis	
data_region:rom:1995-08---4-27039-----owerbook-190---190:-638E37DD:2097152:40834166:40834218	40834166	40834218	data_region	string_cluster 40834166	0.7	stackimport	string_cluster
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:40834570	40834570		function_candidate	fn40834570	0.95	rom_structure_analysis	
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:408345B6	408345B6		function_candidate	fn408345B6	0.95	rom_structure_analysis	
data_region:rom:1995-08---4-27039-----owerbook-190---190:-638E37DD:2097152:408348BB:40834963	408348BB	40834963	data_region	string_cluster 408348BB	0.7	stackimport	string_cluster
data_region:rom:1995-08---4-27039-----owerbook-190---190:-638E37DD:2097152:40834B1A:40834B45	40834B1A	40834B45	data_region	string_cluster 40834B1A	0.7	stackimport	string_cluster
data_region:rom:1995-08---4-27039-----owerbook-190---190:-638E37DD:2097152:40834D64:40834E5D	40834D64	40834E5D	data_region	string_cluster 40834D64	0.7	stackimport	string_cluster
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:40834DC4	40834DC4		function_candidate	fn40834DC4	0.95	stackimport	
data_region:rom:1995-08---4-27039-----owerbook-190---190:-638E37DD:2097152:40834F9C:4083514B	40834F9C	4083514B	data_region	string_cluster 40834F9C	0.7	stackimport	string_cluster
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:408350FA	408350FA		function_candidate	fn408350FA	0.95	rom_structure_analysis	
data_region:rom:1995-08---4-27039-----owerbook-190---190:-638E37DD:2097152:408354D9:40835512	408354D9	40835512	data_region	string_cluster 408354D9	0.7	stackimport	string_cluster
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:40835920	40835920		function_candidate	fn40835920	0.95	rom_structure_analysis	
data_region:rom:1995-08---4-27039-----owerbook-190---190:-638E37DD:2097152:40835A93:40835C4E	40835A93	40835C4E	data_region	string_cluster 40835A93	0.7	stackimport	string_cluster
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:40835D24	40835D24		function_candidate	fn40835D24	0.95	rom_structure_analysis	
data_region:rom:1995-08---4-27039-----owerbook-190---190:-638E37DD:2097152:40835EE9:40836639	40835EE9	40836639	data_region	string_cluster 40835EE9	0.7	stackimport	string_cluster
data_region:rom:1995-08---4-27039-----owerbook-190---190:-638E37DD:2097152:40836794:40836A15	40836794	40836A15	data_region	string_cluster 40836794	0.7	stackimport	string_cluster
data_region:rom:1995-08---4-27039-----owerbook-190---190:-638E37DD:2097152:40836B1A:40836FF3	40836B1A	40836FF3	data_region	string_cluster 40836B1A	0.7	stackimport	string_cluster
data_region:rom:1995-08---4-27039-----owerbook-190---190:-638E37DD:2097152:40837110:408373D5	40837110	408373D5	data_region	string_cluster 40837110	0.7	stackimport	string_cluster
data_region:rom:1995-08---4-27039-----owerbook-190---190:-638E37DD:2097152:408375F1:40837652	408375F1	40837652	data_region	string_cluster 408375F1	0.7	stackimport	string_cluster
data_region:rom:1995-08---4-27039-----owerbook-190---190:-638E37DD:2097152:408377E1:40837925	408377E1	40837925	data_region	string_cluster 408377E1	0.7	stackimport	string_cluster
data_region:rom:1995-08---4-27039-----owerbook-190---190:-638E37DD:2097152:40837A44:40837B89	40837A44	40837B89	data_region	string_cluster 40837A44	0.7	stackimport	string_cluster
data_region:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:40837AD8:40838A82	40837AD8	40838A82	data_region	string_cluster 40837AD8	0.7	stackimport	string_cluster
resource_marker:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:40837ADA:STR	40837ADA		resource_marker	STR  marker 40837ADA		rom_structure_analysis	B... k..J.f,Y./<STR ?<. ..-_..f. k..B.~.`. n.. P"k..p ..Y./<ICN#
data_region:rom:1995-08---4-27039-----owerbook-190---190:-638E37DD:2097152:40837CB0:40837D71	40837CB0	40837D71	data_region	string_cluster 40837CB0	0.7	stackimport	string_cluster
resource_marker:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:40837DC2:STR	40837DC2		resource_marker	STR  marker 40837DC2		rom_structure_analysis	f...N...-@..Y./<STR ?<. ..&_ .f.><.f`...U.p././.Hn..N..JA...-H..
data_region:rom:1995-08---4-27039-----owerbook-190---190:-638E37DD:2097152:40837F9D:40837FE6	40837F9D	40837FE6	data_region	string_cluster 40837F9D	0.7	stackimport	string_cluster
data_region:rom:1995-08---4-27039-----owerbook-190---190:-638E37DD:2097152:4083820A:40838253	4083820A	40838253	data_region	string_cluster 4083820A	0.7	stackimport	string_cluster
data_region:rom:1995-08---4-27039-----owerbook-190---190:-638E37DD:2097152:4083836F:408384A8	4083836F	408384A8	data_region	string_cluster 4083836F	0.7	stackimport	string_cluster
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:408383D4	408383D4		function_candidate	fn408383D4	0.95	stackimport	
data_region:rom:1995-08---4-27039-----owerbook-190---190:-638E37DD:2097152:4083867D:408387A2	4083867D	408387A2	data_region	string_cluster 4083867D	0.7	stackimport	string_cluster
data_region:rom:1995-08---4-27039-----owerbook-190---190:-638E37DD:2097152:408388C6:408389AB	408388C6	408389AB	data_region	string_cluster 408388C6	0.7	stackimport	string_cluster
data_region:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:40838BCE:408391E9	40838BCE	408391E9	data_region	string_cluster 40838BCE	0.7	stackimport	string_cluster
data_region:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:40839464:40839AFB	40839464	40839AFB	data_region	string_cluster 40839464	0.7	stackimport	string_cluster
data_region:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:40839C2F:4083D321	40839C2F	4083D321	data_region	string_cluster 40839C2F	0.7	stackimport	string_cluster
resource_marker:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:4083A394:PACK	4083A394		resource_marker	PACK marker 4083A394		rom_structure_analysis	............Y./<PACK?/..1.......0/..a, . _T.N. _p.?./.A...Q.../.
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:4083A3EA	4083A3EA		function_candidate	fn4083A3EA		rom_structure_analysis	
resource_marker:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:4083A504:CODE	4083A504		resource_marker	CODE marker 4083A504		rom_structure_analysis	.@..m./<scod`./<CODE?... _ .Nu o...PN.fF0(..a..* P"M...4..0(..g.
resource_marker:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:4083BB20:STR	4083BB20		resource_marker	STR  marker 4083BB20		rom_structure_analysis	<CURS1.....`. <STR `. <ICON`. <PICT`.NV..=|....`.NV..Bn../.B...
resource_marker:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:4083BB88:ALRT	4083BB88		resource_marker	ALRT marker 4083BB88		rom_structure_analysis	.T..g..t K.%....ALRT..f.......`$r...DLOG..f........,..`........,
resource_marker:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:4083BDDA:MENU	4083BDDA		resource_marker	MENU marker 4083BDDA		rom_structure_analysis	N^ _TON.....YO/<MENU?.....&_-K..NuNV..H...B...YO.;.4YO/<MBAR?...
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:4083C63A	4083C63A		function_candidate	fn4083C63A		rom_structure_analysis	
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:4083C6DE	4083C6DE		function_candidate	fn4083C6DE		rom_structure_analysis	
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:4083CDA4	4083CDA4		function_candidate	fn4083CDA4		rom_structure_analysis	
data_region:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:4083D486:4083E017	4083D486	4083E017	data_region	string_cluster 4083D486	0.7	stackimport	string_cluster
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:4083D488	4083D488		function_candidate	fn4083D488		rom_structure_analysis	
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:4083DA3E	4083DA3E		function_candidate	fn4083DA3E		rom_structure_analysis	
data_region:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:4083E143:40841AFB	4083E143	40841AFB	data_region	string_cluster 4083E143	0.7	stackimport	string_cluster
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:4083E26E	4083E26E		function_candidate	fn4083E26E		rom_structure_analysis	
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:4083E646	4083E646		function_candidate	fn4083E646		rom_structure_analysis	
function_candidate:rom:1995-08---4-27039-----owerbook-190---190:-638E37DD:2097152:4083E646	4083E646		function_candidate	fn4083E646		rom_structure_analysis	
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:4083EF0A	4083EF0A		function_candidate	fn4083EF0A		rom_structure_analysis	
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:4083EF2E	4083EF2E		function_candidate	fn4083EF2E		rom_structure_analysis	
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:4083FB3E	4083FB3E		function_candidate	fn4083FB3E		rom_structure_analysis	
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:408400A0	408400A0		function_candidate	fn408400A0	0.7	rom_structure_analysis	
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:408400EE	408400EE		function_candidate	fn408400EE		rom_structure_analysis	
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:40840114	40840114		function_candidate	fn40840114		rom_structure_analysis	
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:40840506	40840506		function_candidate	fn40840506		rom_structure_analysis	
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:408410A0	408410A0		function_candidate	fn408410A0		rom_structure_analysis	
function_candidate:rom:1995-08---4-27039-----owerbook-190---190:-638E37DD:2097152:408410A0	408410A0		function_candidate	fn408410A0	0.95	rom_structure_analysis	
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:408419E0	408419E0		function_candidate	fn408419E0	0.95	stackimport	
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:40841AD0	40841AD0		function_candidate	fn40841AD0		rom_structure_analysis	
function_candidate:rom:1995-08---4-27039-----owerbook-190---190:-638E37DD:2097152:40841AD0	40841AD0		function_candidate	fn40841AD0	0.95	rom_structure_analysis	
data_region:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:40841D46:40843A81	40841D46	40843A81	data_region	string_cluster 40841D46	0.7	stackimport	string_cluster
data_region:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:40843BE3:40843DA9	40843BE3	40843DA9	data_region	string_cluster 40843BE3	0.7	stackimport	string_cluster
data_region:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:40843EB9:40844E18	40843EB9	40844E18	data_region	string_cluster 40843EB9	0.7	stackimport	string_cluster
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:40843F8C	40843F8C		function_candidate	fn40843F8C		rom_structure_analysis	
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:408441D0	408441D0		function_candidate	fn408441D0		rom_structure_analysis	
function_candidate:rom:1995-08---4-27039-----owerbook-190---190:-638E37DD:2097152:408441D0	408441D0		function_candidate	fn408441D0	0.95	rom_structure_analysis	
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:40844220	40844220		function_candidate	fn40844220		rom_structure_analysis	
function_candidate:rom:1995-08---4-27039-----owerbook-190---190:-638E37DD:2097152:40844220	40844220		function_candidate	fn40844220	0.95	rom_structure_analysis	
data_region:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:40844FB3:40846805	40844FB3	40846805	data_region	string_cluster 40844FB3	0.7	stackimport	string_cluster
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:408451C0	408451C0		function_candidate	fn408451C0		rom_structure_analysis	
function_candidate:rom:1995-08---4-27039-----owerbook-190---190:-638E37DD:2097152:408451C0	408451C0		function_candidate	fn408451C0	0.95	rom_structure_analysis	
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:408457D0	408457D0		function_candidate	fn408457D0		rom_structure_analysis	
function_candidate:rom:1995-08---4-27039-----owerbook-190---190:-638E37DD:2097152:408457D0	408457D0		function_candidate	fn408457D0	0.95	rom_structure_analysis	
function_candidate:rom:1995-08---4-27039-----owerbook-190---190:-638E37DD:2097152:408457F0	408457F0		function_candidate	fn408457F0	0.95	stackimport	
data_region:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:40846911:40846CE6	40846911	40846CE6	data_region	string_cluster 40846911	0.7	stackimport	string_cluster
data_region:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:40846E7C:4084A242	40846E7C	4084A242	data_region	string_cluster 40846E7C	0.7	stackimport	string_cluster
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:40847F1E	40847F1E		function_candidate	fn40847F1E	0.95	rom_structure_analysis	
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:40848012	40848012		function_candidate	fn40848012	0.95	rom_structure_analysis	
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:408480A4	408480A4		function_candidate	fn408480A4	0.95	stackimport	
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:4084834A	4084834A		function_candidate	fn4084834A	0.95	stackimport	
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:40848430	40848430		function_candidate	fn40848430	0.95	stackimport	
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:40848818	40848818		function_candidate	fn40848818	0.95	stackimport	
data_region:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:4084A354:4084D364	4084A354	4084D364	data_region	string_cluster 4084A354	0.7	stackimport	string_cluster
function_candidate:rom:1995-08---4-27039-----owerbook-190---190:-638E37DD:2097152:4084AC82	4084AC82		function_candidate	fn4084AC82	0.95	stackimport	
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:4084AC96	4084AC96		function_candidate	fn4084AC96		rom_structure_analysis	
function_candidate:rom:1995-08---4-27039-----owerbook-190---190:-638E37DD:2097152:4084AC96	4084AC96		function_candidate	fn4084AC96	0.95	rom_structure_analysis	
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:4084AF0C	4084AF0C		function_candidate	fn4084AF0C	0.95	stackimport	
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:4084AF9A	4084AF9A		function_candidate	fn4084AF9A	0.95	rom_structure_analysis	
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:4084B45C	4084B45C		function_candidate	fn4084B45C		rom_structure_analysis	
function_candidate:rom:1995-08---4-27039-----owerbook-190---190:-638E37DD:2097152:4084B45C	4084B45C		function_candidate	fn4084B45C	0.95	rom_structure_analysis	
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:4084C4F4	4084C4F4		function_candidate	fn4084C4F4		rom_structure_analysis	
function_candidate:rom:1995-08---4-27039-----owerbook-190---190:-638E37DD:2097152:4084C4F4	4084C4F4		function_candidate	fn4084C4F4		rom_structure_analysis	
resource_marker:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:4084C72A:PACK	4084C72A		resource_marker	PACK marker 4084C72A		rom_structure_analysis	.hNuN..fH...YO/<PACK?<..1....... .g:/...YO?<.... .g*&@]OHo..?<..
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:4084C976	4084C976		function_candidate	fn4084C976		rom_structure_analysis	
function_candidate:rom:1995-08---4-27039-----owerbook-190---190:-638E37DD:2097152:4084C976	4084C976		function_candidate	fn4084C976	0.95	rom_structure_analysis	
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:4084C98A	4084C98A		function_candidate	fn4084C98A		rom_structure_analysis	
function_candidate:rom:1995-08---4-27039-----owerbook-190---190:-638E37DD:2097152:4084C98A	4084C98A		function_candidate	fn4084C98A		rom_structure_analysis	
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:4084C9A8	4084C9A8		function_candidate	fn4084C9A8		rom_structure_analysis	
function_candidate:rom:1995-08---4-27039-----owerbook-190---190:-638E37DD:2097152:4084C9A8	4084C9A8		function_candidate	fn4084C9A8	0.95	rom_structure_analysis	
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:4084CE52	4084CE52		function_candidate	fn4084CE52		rom_structure_analysis	
function_candidate:rom:1995-08---4-27039-----owerbook-190---190:-638E37DD:2097152:4084CE52	4084CE52		function_candidate	fn4084CE52	0.95	rom_structure_analysis	
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:4084CE78	4084CE78		function_candidate	fn4084CE78		rom_structure_analysis	
function_candidate:rom:1995-08---4-27039-----owerbook-190---190:-638E37DD:2097152:4084CE78	4084CE78		function_candidate	fn4084CE78		rom_structure_analysis	
data_region:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:4084D4A2:4084D563	4084D4A2	4084D563	data_region	string_cluster 4084D4A2	0.7	stackimport	string_cluster
data_region:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:4084D77E:4084DA74	4084D77E	4084DA74	data_region	string_cluster 4084D77E	0.7	stackimport	string_cluster
data_region:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:4084DB7C:4084DDC7	4084DB7C	4084DDC7	data_region	string_cluster 4084DB7C	0.7	stackimport	string_cluster
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:4084EBAC	4084EBAC		function_candidate	fn4084EBAC		rom_structure_analysis	
function_candidate:rom:1995-08---4-27039-----owerbook-190---190:-638E37DD:2097152:4084EBAC	4084EBAC		function_candidate	fn4084EBAC		rom_structure_analysis	
data_region:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:4084EC33:4084F1DB	4084EC33	4084F1DB	data_region	string_cluster 4084EC33	0.7	stackimport	string_cluster
resource_marker:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:4084EFAE:DRVR	4084EFAE		resource_marker	DRVR marker 4084EFAE		rom_structure_analysis	...dsp g...YO/<DRVR?<.... .g...-@../... n...)"x.."i.."i.&3|....
data_region:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:4084F5DE:4085000E	4084F5DE	4085000E	data_region	string_cluster 4084F5DE	0.7	stackimport	string_cluster
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:4084FAD0	4084FAD0		function_candidate	fn4084FAD0		rom_structure_analysis	
function_candidate:rom:1995-08---4-27039-----owerbook-190---190:-638E37DD:2097152:4084FAD0	4084FAD0		function_candidate	fn4084FAD0	0.95	rom_structure_analysis	
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:408500F8	408500F8		function_candidate	fn408500F8		rom_structure_analysis	
function_candidate:rom:1995-08---4-27039-----owerbook-190---190:-638E37DD:2097152:408500F8	408500F8		function_candidate	fn408500F8		rom_structure_analysis	
data_region:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:40850151:4085060A	40850151	4085060A	data_region	string_cluster 40850151	0.7	stackimport	string_cluster
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:40850380	40850380		function_candidate	fn40850380	0.95	stackimport	
data_region:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:4085077C:40851B70	4085077C	40851B70	data_region	string_cluster 4085077C	0.7	stackimport	string_cluster
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:408509D0	408509D0		function_candidate	fn408509D0	0.95	stackimport	
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:40850CA0	40850CA0		function_candidate	fn40850CA0	0.95	stackimport	
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:408517B0	408517B0		function_candidate	fn408517B0		rom_structure_analysis	
function_candidate:rom:1995-08---4-27039-----owerbook-190---190:-638E37DD:2097152:408517B0	408517B0		function_candidate	fn408517B0		rom_structure_analysis	
data_region:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:40851CA2:40851CCD	40851CA2	40851CCD	data_region	string_cluster 40851CA2	0.7	stackimport	string_cluster
data_region:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:40851EFC:4085B922	40851EFC	4085B922	data_region	string_cluster 40851EFC	0.7	stackimport	string_cluster
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:40851FB6	40851FB6		function_candidate	Function candidate 40851FB6	0.7	rom_structure_analysis	
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:40852020	40852020		function_candidate	fn40852020		rom_structure_analysis	
function_candidate:rom:1995-08---4-27039-----owerbook-190---190:-638E37DD:2097152:40852020	40852020		function_candidate	fn40852020	0.95	rom_structure_analysis	
function_candidate:rom:1995-08---4-27039-----owerbook-190---190:-638E37DD:2097152:40852084	40852084		function_candidate	fn40852084	0.95	stackimport	
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:408520B6	408520B6		function_candidate	fn408520B6		rom_structure_analysis	
function_candidate:rom:1995-08---4-27039-----owerbook-190---190:-638E37DD:2097152:408520B6	408520B6		function_candidate	fn408520B6	0.95	rom_structure_analysis	
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:40852242	40852242		function_candidate	fn40852242		rom_structure_analysis	
function_candidate:rom:1995-08---4-27039-----owerbook-190---190:-638E37DD:2097152:40852242	40852242		function_candidate	fn40852242		rom_structure_analysis	
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:408523A0	408523A0		function_candidate	fn408523A0		rom_structure_analysis	
function_candidate:rom:1995-08---4-27039-----owerbook-190---190:-638E37DD:2097152:408523A0	408523A0		function_candidate	fn408523A0		rom_structure_analysis	
resource_marker:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:408524BA:rsrc	408524BA		resource_marker	rsrc marker 408524BA		rom_structure_analysis	.. <micn..A... <rsrc..Nu/0.. ..lNu....p. <....A...N... <....A...
function_candidate:rom:1995-08---4-27039-----owerbook-190---190:-638E37DD:2097152:40852584	40852584		function_candidate	fn40852584	0.95	stackimport	
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:40853010	40853010		function_candidate	fn40853010		rom_structure_analysis	
function_candidate:rom:1995-08---4-27039-----owerbook-190---190:-638E37DD:2097152:40853010	40853010		function_candidate	fn40853010	0.95	rom_structure_analysis	
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:408533E8	408533E8		function_candidate	fn408533E8		rom_structure_analysis	
function_candidate:rom:1995-08---4-27039-----owerbook-190---190:-638E37DD:2097152:408533E8	408533E8		function_candidate	fn408533E8	0.95	rom_structure_analysis	
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:408535B4	408535B4		function_candidate	fn408535B4		rom_structure_analysis	
function_candidate:rom:1995-08---4-27039-----owerbook-190---190:-638E37DD:2097152:408535B4	408535B4		function_candidate	fn408535B4	0.95	rom_structure_analysis	
function_candidate:rom:1995-08---4-27039-----owerbook-190---190:-638E37DD:2097152:408536F6	408536F6		function_candidate	fn408536F6	0.95	stackimport	
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:408537A0	408537A0		function_candidate	fn408537A0		rom_structure_analysis	
function_candidate:rom:1995-08---4-27039-----owerbook-190---190:-638E37DD:2097152:408537A0	408537A0		function_candidate	fn408537A0	0.95	rom_structure_analysis	
function_candidate:rom:1995-08---4-27039-----owerbook-190---190:-638E37DD:2097152:40853DD8	40853DD8		function_candidate	fn40853DD8	0.95	stackimport	
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:40853E62	40853E62		function_candidate	fn40853E62		rom_structure_analysis	
function_candidate:rom:1995-08---4-27039-----owerbook-190---190:-638E37DD:2097152:40853E62	40853E62		function_candidate	fn40853E62	0.95	rom_structure_analysis	
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:40853F36	40853F36		function_candidate	fn40853F36		rom_structure_analysis	
function_candidate:rom:1995-08---4-27039-----owerbook-190---190:-638E37DD:2097152:40853F36	40853F36		function_candidate	fn40853F36		rom_structure_analysis	
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:40854388	40854388		function_candidate	fn40854388		rom_structure_analysis	
function_candidate:rom:1995-08---4-27039-----owerbook-190---190:-638E37DD:2097152:40854388	40854388		function_candidate	fn40854388	0.95	rom_structure_analysis	
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:40854452	40854452		function_candidate	Function candidate 40854452		rom_structure_analysis	
function_candidate:rom:1995-08---4-27039-----owerbook-190---190:-638E37DD:2097152:40854452	40854452		function_candidate	Function candidate 40854452	0.8	rom_structure_analysis	
resource_marker:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:408554E8:MENU	408554E8		resource_marker	MENU marker 408554E8		rom_structure_analysis	........NV..Y./<MENU?<.... .N^Nu"x L"i..N...............NV..H...
resource_marker:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:408555A6:DRVR	408555A6		resource_marker	DRVR marker 408555A6		rom_structure_analysis	.. .g21.....Y./<DRVR0.F@?...Hn..Hn..Hn....Hn../.N...>.PO0.L.....
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:408555A8	408555A8		function_candidate	fn408555A8		rom_structure_analysis	
